,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,8d5023e971cc5f4c,True,1.0,1.0,0.880382381048335,1.0,1.0,1.0,0.9501593254368063
1,13d078252f4653f3,True,1.0,1.0,0.8089903457646465,1.0,1.0,1.0,0.9204126440686027
2,1c4544c0876f5a08,True,1.0,1.0,0.8609010640772029,1.0,1.0,1.0,0.9420421100321678
3,08226b91e42858de,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,04d0fb4e3ab25115,True,1.0,1.0,0.9230073563316521,1.0,1.0,1.0,0.9679197318048551
5,16cd404f3eaa5cd0,True,1.0,1.0,0.9384404139209865,1.0,1.0,1.0,0.9743501724670777
6,3acc6eea1ed15f20,True,1.0,1.0,0.8374411691727109,1.0,1.0,1.0,0.932267153821963
7,41598eaa4cef5f77,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,df11795878cb5419,True,1.0,1.0,0.5995017081767314,1.0,1.0,1.0,0.8331257117403048
9,8fdb21d863c5504b,True,1.0,1.0,0.9359864722575347,1.0,1.0,1.0,0.9733276967739727
10,0879b546c3cb5615,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,6fed9368351f54d5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,7251f2907bd952cb,True,1.0,1.0,0.9253402569540196,1.0,1.0,1.0,0.9688917737308415
13,0bb3e400083659c7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,3388246402ca591e,True,1.0,1.0,0.775501481123718,1.0,1.0,1.0,0.9064589504682159
15,3b5422b60c4f5c4b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,77424ed925b45c77,True,1.0,1.0,0.5701981119846173,1.0,1.0,1.0,0.8209158799935906
17,569670245b515d11,True,1.0,1.0,0.863647047212671,1.0,1.0,1.0,0.9431862696719463
18,f714eb04f5495273,True,1.0,1.0,0.8324857734807185,1.0,1.0,1.0,0.9302024056169661
19,16e645697d7559b3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
20,e5ab81a4896751e3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,9f4f46e620785407,True,1.0,1.0,0.9181485105958718,1.0,1.0,1.0,0.9658952127482799
22,15b400ceaa505015,True,1.0,1.0,0.8991263732190982,1.0,1.0,1.0,0.9579693221746242
23,812dd82ab5fb5742,True,1.0,1.0,0.697218383372028,1.0,1.0,1.0,0.8738409930716783
24,d6641a8596f25d47,True,1.0,1.0,0.9527944275544843,1.0,1.0,1.0,0.9803310114810352
25,72cb0bed47ab5464,True,1.0,1.0,0.9397155611043779,1.0,1.0,1.0,0.9748814837934908
26,eeeaf1937c015ab9,True,1.0,1.0,0.3650356643486634,1.0,1.0,1.0,0.7354315268119431
27,3ef7a107ecc75162,True,1.0,1.0,0.9122980450994292,1.0,1.0,1.0,0.9634575187914288
28,175f0101f12750b1,True,1.0,1.0,0.821615725297881,1.0,1.0,1.0,0.9256732188741171
29,c8f1cf1b119f5afe,True,1.0,1.0,0.8633697996070208,1.0,1.0,1.0,0.9430707498362586
30,68bbcb5f42845480,True,1.0,1.0,0.9162659879954488,1.0,1.0,1.0,0.965110828331437
31,8cd3ad22a81c52b6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,a28a7a914fbc5919,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
33,24acfb08c5ef55f5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,44062179c5b350bc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,1164ea5308cf5aae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,f60b8b3796c45845,True,1.0,1.0,0.6502172974904895,1.0,1.0,1.0,0.8542572072877039
37,0d5b8da00d505be0,True,1.0,1.0,0.9862514230571521,1.0,1.0,1.0,0.9942714262738134
38,4d4ef3ee372d5afc,True,1.0,1.0,0.7688534468617944,1.0,1.0,1.0,0.9036889361924144
39,58b6d3046d18508e,True,1.0,1.0,0.7821419043116425,1.0,1.0,1.0,0.9092257934631843
40,ea90773e4a7c5723,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,c95f789949355567,True,1.0,1.0,0.6155402234104138,1.0,1.0,1.0,0.8398084264210057
42,cf31c5ada8c353bc,True,1.0,1.0,0.8256352940258352,1.0,1.0,1.0,0.9273480391774314
43,42052560d5925f35,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,50433807834059b1,True,1.0,1.0,0.6981765849601534,1.0,1.0,1.0,0.8742402437333973
45,7238724f2bff58f0,True,1.0,1.0,0.5814856571565817,1.0,1.0,1.0,0.8256190238152424
46,a004456be0fd5ce0,True,1.0,1.0,0.9994404334172237,1.0,1.0,1.0,0.9997668472571766
47,daf38cecd5045cf6,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
48,52f07f442baa5fe5,True,1.0,1.0,0.5962800950277055,1.0,1.0,1.0,0.8317833729282107
49,49c9a9f57deb5a8c,True,1.0,1.0,0.839279619910027,1.0,1.0,0.0,0.9330331749625111
50,fbb8f13bd26a5eee,True,1.0,1.0,0.8230087974778674,1.0,1.0,1.0,0.926253665615778
51,59db265fc4cf5a41,True,1.0,1.0,0.9713263781620591,1.0,1.0,1.0,0.9880526575675246
52,61766a0be9165cb7,True,1.0,1.0,0.6685058227343493,1.0,1.0,1.0,0.8618774261393122
53,8b328af730c75e49,True,1.0,1.0,0.7910466554337585,1.0,1.0,1.0,0.9129361064307328
54,97eca45f93285d17,True,1.0,1.0,0.65772798361294,1.0,1.0,1.0,0.857386659838725
55,053d94cd59495804,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,69616d6f715256dc,True,1.0,1.0,0.8145401146031959,1.0,1.0,1.0,0.9227250477513316
57,96d7b6bf87f45e33,True,1.0,1.0,0.9381241608766389,1.0,1.0,1.0,0.9742184003652662
58,8199bcc7c60a521c,True,1.0,1.0,0.9060652212892284,1.0,1.0,1.0,0.9608605088705119
59,5322f39a6130560c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,a861711ff302554b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,f38ecbfea0075cca,True,1.0,1.0,0.8734163551831132,1.0,1.0,1.0,0.9472568146596304
62,c0deb9fb709b5a64,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
63,19c4aecbe4b65ef4,True,1.0,1.0,0.7837267780074073,1.0,1.0,1.0,0.9098861575030863
64,15208e349fb854b4,True,1.0,1.0,0.7226042559758075,1.0,1.0,1.0,0.8844184399899198
65,583113c5db20565d,True,1.0,1.0,0.8472347881835217,1.0,1.0,1.0,0.9363478284098008
66,c8deb087395357c3,True,1.0,1.0,0.8495296851192824,1.0,1.0,1.0,0.9373040354663678
67,90b8f3760e535ef6,True,1.0,1.0,0.9681361676454319,1.0,1.0,1.0,0.9867234031855966
68,93a4b61a25b0509f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,6233d1b3e62a5772,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,10ddf2c0942a5704,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,4257350828cf5e87,True,1.0,1.0,0.6821439690012178,1.0,1.0,1.0,0.8675599870838407
72,37c15bc4d99a5365,True,1.0,1.0,0.5959483996154504,1.0,1.0,1.0,0.8316451665064376
73,cf2e8812889754b1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,661cdcf44ebe5c68,True,1.0,1.0,0.9647306446386953,1.0,1.0,1.0,0.985304435266123
75,5f2fff93dc3356d6,True,1.0,1.0,0.925153835451731,1.0,1.0,1.0,0.9688140981048878
76,fd3b8f88745c5c2d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,e736f6ed766658fb,True,1.0,1.0,0.9306439161790848,1.0,1.0,1.0,0.9711016317412854
78,5e119121956f52be,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,b281c2ccb36359e3,True,1.0,1.0,0.9866369347731582,1.0,1.0,1.0,0.9944320561554826
80,e404f3b25f405019,True,1.0,1.0,0.6374427509469335,1.0,1.0,1.0,0.8489344795612223
81,df3d0104b7665474,True,1.0,1.0,0.8025531347633704,1.0,1.0,1.0,0.917730472818071
82,e57f09cee57d5ee1,True,1.0,1.0,0.8270379518378624,1.0,1.0,1.0,0.9279324799324428
83,ded4ce0e91b4596a,True,1.0,1.0,0.8281667299102007,1.0,1.0,1.0,0.9284028041292504
84,b0fe3222f2905745,True,1.0,1.0,0.9904822942708038,1.0,1.0,1.0,0.9960342892795016
85,4cfa7ad13dc952b3,True,1.0,1.0,0.9179619255732159,1.0,1.0,1.0,0.96581746898884
86,c0b730b08f685ef3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,7779c453de865aff,True,1.0,1.0,0.8108620656300989,1.0,1.0,1.0,0.9211925273458745
88,213c18fea71457d2,True,1.0,1.0,0.6046281020167302,1.0,1.0,1.0,0.8352617091736376
89,1d16c78634695b4a,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
